,title,review,rating,author,review_date
508,Five Stars,"Great product, well worth the money....",5,Emonroe,2017-09-07
509,Super powerful and bright.,Awesome little flashlights. Super powerful and bright. Would recommend.,5,Tiffany Best,2017-10-04
510,Bright,"Really bright,  especially for the size.  Took them camping for the weekend,  they worked great!",5,Lisa,2017-05-02
511,I love,"Bright, small, adjustable.  I love these",5,Angie S.,2017-11-07
512,Four Stars,Ok nothing spectacular,4,Larry basile,2017-10-29
513,You get what you pay for!,"Used around 10 times, already stopped working, when you can get it to turn on it goes from high to low to flashing all by its self!",2,EischMan,2017-07-29
514,Great little gadget,Very practical flashlight. Comes in handy  for this nurse!,5,Deb Mino,2018-04-03
515,Five Stars,A must for everyone. Works very well,5,Aaron,2017-08-31
516,smaller than expected,good lights and feel sturdy but way smaller than expected.,3,Glenn Sanders,2017-09-09
518,just like me: ),Small and powerful...just like me :),5,Amazon Customer,2017-08-17
519,but very good light source,"Wish they were smaller, but very good light source, and good price. Would buy again.",4,Garden Walk,2017-01-17
520,Five Stars,Great deal on a 4 pack. Light works good.,5,jaybird38,2017-10-01
521,Love em,What a great price you just can't beat it.,5,Only in Virginia,2018-04-10
522,This is the best little flashlight,"This is the best little flashlight.  It is so bight and such a good size for my purse.  I gave the other one to a friend, who was delighted to receive it.I love it.",5,Red Shoe Lover,2017-05-15
524,Four Stars,Very good.,4,steve,2017-11-20
525,Five Stars,great,5,edward chambers,2017-12-11
526,Very good lights,Very good lights use them to look into computers and copiers. Came in real handy during the tropical storm..,5,Sean L. Merritt,2017-10-03
528,Light,great value,4,loveldo,2017-11-11
529,Five Stars,Awesome Product works really good.,5,DOUGLAS  W.  BRESCHINI,2017-08-08
530,lights up my life,I'm amazed that something so cool can be so inexpensive.,5,Michael N. Marcus,2017-05-03
531,Nice product for a good price,Nice product for a good price. Wish it had a setting to remember the last light mode used instead of having to cycle through all the settings each time you turn the light off.,4,Amazon Customer,2018-01-04
532,Five Stars,This is an incredibly cool flashlight.  Very powerful for the size.  Impressed with quality. Great deal!,5,Amazon Customer,2017-07-14
533,Buy in bulk,Never can have enough flashlights!,5,Hack,2017-07-24
536,Super Bright and very high quality tactical flashlight!,"Rockbirds LED Flashlight is a very high quality, heavy duty, and super bright tactical flashlight.  Extremely satisfied with this product!",5,Will's Review,2017-04-09
537,Great deal. Size and weight have made them a ...,"Great deal. Size and weight have made them a go to light for camping, hiking, or working around the yard/home.",4,Man Day,2017-12-20
538,Bright,Great gifts,5,HG,2017-10-26
539,Good Buy,"Great little flashlight for the price, super bright and sturdy.",5,Amazon Customer,2017-03-15
541,Five Stars,These are great,5,Customer,2017-10-06
542,Five Stars,Very bright,5,Jamie Naylor,2017-10-23
544,Five Stars,Works great.,5,Robert W.,2018-03-17
545,Five Stars,very good,5,butta yehonatan yaakove,2017-10-25
547,Five Stars,I really like this product. They are the perfect soze.,5,Regina Castaneda,2017-04-07
548,Four Stars,good size and bright enough  for the price.,4,Rich,2017-05-27
549,Five Stars,Great product,5,Aleisha,2017-09-21
551,Five Stars,These are great,5,Customer,2017-10-06
552,Five Stars,Very bright,5,Jamie Naylor,2017-10-23
554,Five Stars,Works great.,5,Robert W.,2018-03-17
555,Five Stars,very good,5,butta yehonatan yaakove,2017-10-25
557,Five Stars,I really like this product. They are the perfect soze.,5,Regina Castaneda,2017-04-07
558,Four Stars,good size and bright enough  for the price.,4,Rich,2017-05-27
559,Five Stars,Great product,5,Aleisha,2017-09-21
560,Love this product,"This is the 2nd set of RockBirds I have purchased! Love this product! Sturdy, powerful beam, lightweight an compact!",5,Jerome Bledsoe,2018-04-10
561,Four Stars,good value,4,Marc P. Fregeau,2017-11-04
562,Five Stars,Works as expected good product! A+,5,Kyser15,2017-11-06
563,Very Good Quality,Nice and bright and well made.  I recommend.,5,Ron,2017-04-22
564,Five Stars,Great lights,5,Amazon Customer,2017-10-28
565,Love them,They work great.,4,UK Wildcats,2017-09-01
567,Pretty good,Good bang for the dollar.,4,Dustin G.,2017-07-13
568,Four Stars,good product,4,ROBERT R.,2017-10-30
571,A GREAT BUY,"Really great flashlights. Well made, bright light! A great buy!",5,H Tims,2018-04-12
573,Five Stars,Great product,5,Robert,2017-08-18
574,Great Buy,They work and price is unbeatable.,5,Burg400,2017-05-25
575,Nice!,Pretty brigt for their size,5,Casey W,2017-09-09
576,Five Stars,The light is much brighter when you use 14500 3.7 v battery.,5,Oleksandr G.,2017-07-09
577,great value,Very nice-was a gift. Fast shipping,5,VK,2017-05-15
578,Five Stars,they are very useful,5,richard tienken,2017-07-18
579,tiny flashlights big area of light!,tiny flashlights big area of light! A++,5,Juan franco,2017-06-27
580,Disappointing.,"Does not return to bright after powering off, full clicks cycle through modes the same way that half-clicks do. Brightness seems below what is advertised. Will likely return.",1,Kirk Szczepkowski,2017-06-26
581,Buy These great brightness for the size and adjustable lens is awesome!,"I love them the,1 fo me and 1 for mom very bright!!",5,Max H. Morse,2017-10-30
582,Five Stars,Nice light.,5,Michael Bonde,2017-08-14
583,Three Stars,Works fine for close up lighting but distance is a problem.  Not the brightest either.,3,Annette Willmore,2017-11-03
584,Five Stars,Great lights.,5,William Douglas,2017-11-04
585,You cant lose.,"Just the right size for pocket, good light ,variable beam great to work with, bottom line for the price you can't lose",5,Desertdude,2018-04-10
586,I did not expect much from this light at this ...,"I did not expect much from this light at this price, but I did expect it to last longer than one day.  It did not.",1,AT,2017-06-29
587,I do not recommend this flashlight,The zoom does not work on any of the flashlights I received. I do not recommend this flashlight.,2,Fran Dux,2018-04-03
588,Four Stars,Bought as a gift.,4,StormMaster,2017-07-08
589,Four Stars,A great light for little bucks.,4,Homer Tamez,2017-05-05
590,Terrible product.,"As arrived, upon inserting the battery, the flashlight didn't turn on.  Only 1 of the flashlights worked.  The second flashlight, trash.",1,Amazon Customer,2017-07-12
591,not bad.,"Theyre flashlights, not incredible, not bad.",3,Alex Ingram,2017-09-26
592,fantastic product.,"For the price, fantastic product.",5,Todd,2017-08-07
593,A GREAT DEAL!,"These little flashlights are mighty. They feel like they are going to last, metal not plastic.  Lots of light!",5,Paulette T,2017-06-07
594,weak,"Light is weak, the strobe-light is pointless, and maybe just barely worth $5. Expected more quality, but it's all looks.",3,Frank,2017-12-13
595,It gives a good amount of light,"One did not work. Switched the tail caps and they both work for now.. . It gives a good amount of light, but 3 stars because now I can’t rely on the light.",3,Jay,2017-12-11
597,Flashlight cop material,Ok for  a kid,1,Antwane Robinson,2018-04-04
599,Awesome! Really brute for its size,Awesome! Really brute for its size. 1 AA battery is all it needs.  Kids love playing with the 'blinking feature.,5,Jacob Tucker,2017-04-21
600,Five Stars,These small flashlights are a lifesaver!,5,Peggy Lightner,2017-06-01
601,Three Stars,they are cool,3,Amazon Customer,2017-07-12
603,Buy It,Fantastic deal.  Buy it.,5,Warren Jenkins,2017-06-10
604,Five Stars,Husband loves them.,5,Sherrie,2017-06-11
605,Sturdy and bright,Super bright and only takes one AA cell.  Seems very sturdy.,4,Geeksquad,2017-10-27
607,Bright and Tough with only 1 AA Battery!,Really like these flashlights! Work very well. Very useful.,5,M D B,2017-02-23
609,"Im not bright, but my flashlight is.","These are cery good flashlights and exactly what I expected. Flashlight doesnt stay on the same mode when turning off and on, but they do have a bright, dim, and strobe, and you can change the mode with a half push of the button while it is on.",4,mTodd,2017-07-09
610,Five Stars,"Well made, really inexpensive",5,Ed De Simone,2017-09-29
612,Cheap / Broken - Do Not Buy,"Very unhappy with these -- they feel cheap, and one looks like it's been damaged. And now I find out that I can't return them.",1,Amazon Customer,2017-09-03
613,Four Stars,Great for the price.No complaints so far.,4,Amazon Customer,2017-02-16
614,Four Stars,Good,4,Michael C.,2017-08-07
615,great item,great item,5,Michael D.,2017-06-27
616,Five Stars,good,5,Ricardo/Patricia,2017-07-23
617,Awesome.,I was so impressed by the first set that I ordered a second set. Will make a great Christmas gift. Heavy duty and great lighting.,5,will,2017-07-06
618,Five Stars,Blinding light one battery love it,5,Amazon Customer,2017-08-10
619,Great pocket sized flashlight,"Great pocket sized flashlight. These are the best around. Super bright and I love that these can switch in several modes. Flash light can dim to safe on battery life, zoom in for a smaller focus, flash patterns, this is a must for every bug out bag or emergency kit",5,Amazon Customer,2017-05-31
620,You get what you pay for,"One of them, the threads holding the battery cap in, stripped the first time that I took it off.",1,A. Mazon Customer,2017-08-30
621,Bright lights,"Nice bright lights. You get what you paid for, nothing special. I would recommend them.",4,Edward L Thacker,2018-03-19
622,great brightness. WIll get lots of use,"Rugged, great brightness. WIll get lots of use.",5,Charles A. Boy Jr.,2017-04-12
623,but not happy description and actually product functions do not match,"The flashlight description stated online does not match the actual product. The product zoom is COMPLETELY different as stated in the pictures shown as what it actually does. Will keep flashlight, but not happy description and actually product functions do not match!!!",2,Amazon Customer,2017-07-09
624,Awesome little flashlights!!!,Awesome little flashlights!!!  Very bright. Would recommend getting. I am buying a second set.,5,Ben C,2017-05-23
625,Just ok,U get what u pay for,3,Tasha Barnes,2018-01-17
626,Great buy at a great price.,I purchased the 2 pack. They arrived quickly. Only take 1 AA battery and it was easy to install. I bought them so I could keep one in my cars glovebox and one either on me or in my apt. For the price they are perfect. Heavy duty housing that doesn't feel cheap. Also has strobe function.,5,Craig B.,2017-06-27
627,Poor quality,Only one out of the two worked.  Something in the switching mechanism that turns the light on and off did not work.,2,Neal,2017-07-08
628,Five Stars,When I click the button it shines brightly,5,Heather,2018-04-08
630,Excellent!,Small and bright!  Excellent!,5,Kathi S,2017-08-05
631,Flashy!,Great product at a great price!,5,Gusto Paraganos,2017-09-14
632,One works great and the other has a disfunction when trying to ...,One works great and the other has a disfunction when trying to use the “spot light.”  It won’t stay in place and I manually have to hold it.,2,Sampen78,2017-10-19
633,love them!,"Awesome produced, you will not be disappointed.",5,KeriB,2017-07-06
634,Ity bitty,"They're very small, but work well for a 4 inch flashlight",3,Diana R. Ortega,2018-04-04
635,Five Stars,cheap item but excellent,5,Che,2017-05-26
636,Five Stars,Works very well..,5,Ed,2017-10-23
637,Five Stars,Very well made and super bright.,5,George R. Miller Jr.,2017-05-30
639,Good light - Good size,"Have only used a few times but are so far they are good, especially for the price paid.",5,Mike L,2017-04-05
641,They work great. Light weight,Bought these as back up flashlights for the recent hurricane season. They work great. Light weight. Good price.,5,tugce,2017-11-07
642,Excellent for your go bag.,Good quality.,5,FiveSistersO,2017-05-30
643,Irma tested!,They ran all night during hurricane Irma. Really did the job! Great quality.,5,Jan Durham,2017-09-17
644,Five Stars,Thank you,5,Debra,2017-12-05
645,So far great light. Only time will tell how durable and ...,Small compact light that you carry every day.  So far great light. Only time will tell how durable and dependable it is.,4,Mary Ann Callaway,2018-04-09
646,Not durable,"Loved it at first, but after dropping it once, the flashlight will not turn on. I tried replacing the battery, and looking inside to see if I could fix it. I don't see any way.",1,Renee,2017-01-10
649,"So far so good, not super bright but not bad either","Just received these today. So far so good, not super bright but not bad either. They feel a little ""flimsy"" so not sure how long they will hold up. About what you'd expect for $9, definitely wouldn't spend more than that.",2,Chris,2017-06-27
650,Four Stars,good,4,Tarek Mousa,2017-05-25
652,Great deal!,"Buy many, keep them everywhere. AA battery is a major advantage, some have.shelf-lives of decades, means always ready in boat, car or outhouse.",5,Lars Augustsson,2018-02-12
653,Five Stars,two small flashlights that light things you point at.,5,RaddMan,2017-09-01
654,One of the two lights I received does not work ...,One of the two lights I received does not work.  I didnt know it was not returnable before receiving it.,2,Tami Jones,2018-04-04
655,2 items. So very very cheap.BUY NOW.  IT'S LIKE STEALING. AWESOME GIFT. SAFETY ANGEL.,"Retry??? Great product offers need great reviews  POSTED,  eh?",5,COLLAGENIKOV. JOHN M. PRESCOTT,2018-04-03
656,Five Stars,Great for the pocket and traveling,5,Paul Robinson,2017-09-05
657,"A perfect flashlight, it’s easy to carry","A perfect flashlight,it’s easy to carry .The light is very bright and I don't have to worry about keeping spare batteries around for it. I bought this for my daughter  dand she  loves it.",5,Amazon Customer,2018-03-25
660,Five Stars,great!,5,Kane P. Insomphou,2017-04-30
662,Four Stars,"Pretty good, well made. not real sure about 300L",4,Tom,2018-01-12
666,They are excellent and meet my every need,Thank you for the Rockbirds LED Flashlights.  They are excellent and meet my every need.  I have have used them almost daily.  The brightess of the light is great and they hold a charge over a longer period of time.,5,Amazon Customer k4gwg.2@gmail.om,2017-05-25
667,only 1 AA battery needed,best single AA battery flashlight,5,Amazon Customer,2017-05-19
668,Disappointing with one light,"Very disappointing one of the lights doesn't open, but the one that works is very bright.",2,Natalie G. Sanchez,2017-04-23
670,Four Stars,Good to have,4,Surisack Panmeesai,2017-06-10
671,Five Stars,I like,5,Stban Franco,2017-05-19
674,I really liked these.,I really liked these.. Until they just broke about a month after use. Changing battery and then never worked again. Same for both flashlights in pack,2,Z.R,2017-12-13
675,One Star,"No durability, both of them broke quickly after purchase.",1,Joshua D. O'byrne,2017-09-12
676,Excellent flashlight!,Excellent flashlight!  Love it.  Very bright.  Requires only one battery.  Would buy more if needed.,5,Amazon customer,2017-09-09
677,Four Stars,Good little lights for the money.,4,Cory Douglas,2017-09-21
678,Five Stars,Very great LED flashlights for last minute emergencies I definitely recommend this.,5,Ignacio Gonzales,2018-04-03
680,Unreliable,These are totally unreliable. Most of the time they don't On when you need them to.,1,superhombre11,2017-09-08
682,GREAT VALUE,These are GREAT!,5,D. Griffin,2017-02-06
683,Five Stars,The best! Love that it uses 1 AA cell. Bought 2 more for Xmas presents.,5,Bret Harris,2016-12-30
684,Five Stars,Very bright and compact,5,Michael Fabiano,2017-10-26
685,Five Stars,Great Value,5,Tony,2017-07-18
688,Five Stars,love them,5,KR,2017-03-01
689,Nice compact light,5 out of 6 were good.,4,Peter Dandyk,2017-01-03
690,Five Stars,Bright light,5,Walter ,2017-07-05
691,Five Stars,Very nice! A luxury box to cover these items.,5,leilachen,2017-05-25
694,Sturdy little lights that work every time as,Sturdy little lights that work every time as advertised,5,David C. Bradford,2018-04-10
696,"Ok for price, didn't last super long.",The flashlights haven't been very durable. The back button get's kind of finicky where you have to click it several times for it to turn back on.,2,Matthew,2017-08-08
698,Five Stars,Good quality for the price.  Feel sturdy.,5,Stephen P.,2017-08-24
699,Overall a very useful light. However be aware that it chews up ...,Overall a very useful light. However be aware that it chews up AA batteries. Battery life is frankly awful.,4,William Van Nostrand,2017-10-02
701,Five Stars,"Good, sturdy, bright flashlight.",5,David R.,2017-07-26
703,Nice lite for carrying or just extras in the glove box.,"These are great... great size, excellent beam.  Used them while camping.",5,Als View,2017-07-30
705,overall they both work great and as described,"drains my battery quick even when of, COULD BE my personal rechargeable battery that isn't working as it should. overall they both work great and as described.",5,Suite 201 Escape Room,2018-01-04
706,Five Stars,Very bright nice flashlight.,5,Amazon Customer,2017-12-22
707,Five Stars,Excellent value.,5,bpl3,2017-07-20
710,Five Stars,These were great and worth every penny.,5,CHENGCHEN,2018-04-02
711,Five Stars,Great value for the money would recommend to all. I am an appliance repairman use one every day,5,Amazon Customer,2017-12-23
712,Five Stars,They work as expected.,5,John,2017-01-20
713,Five Stars,these things put out a lotta light .,5,b w,2017-11-08
714,Five Stars,Surprisingly bright for size.,5,rubecat,2017-03-21
715,Five Stars,"Very small and very good quality, there are three kinds of adjustment brightness",5,Amazon Customer,2018-04-04
719,One Star,Light does not go on sometimes and sometimes it switches itself into strobe mode on its own.,1,Nathan,2017-09-18
722,Great deal,Amazing little lights. Very bright and well made.Incredibly inexpensive for what you get.,5,Amazon Customer,2017-09-22
723,Five Stars,very nice,5,bill,2016-12-19
726,Five Stars,I love these things. Such a steal for the price.,5,Cami Gener,2017-10-31
727,Worth it,Nice little flashlight. A lot of light for something this size. Definitely worth the price.,5,Amazon Customer,2017-09-01
729,Great price for pair,it is REALLY bright for 1 AA battary,5,CHARLIE,2017-04-23
730,Five Stars,Great product,5,Pedro,2018-01-13
731,Great Value,Good value and quality. perfect for my needs,5,Sean,2017-06-29
732,Perfect for camping,"Small but solid and bright. Three click light modes. High, low and strobe. Perfect for camping.",5,moneygodkillsthesoul,2017-05-14
733,Perfect little flashlights,"These little guys are rugged, durable, functional, and easy to use.  Great purchase! Especially for the price, you cant go wrong.",5,Justin Johnson,2017-08-11
737,very nice set comes in handy,"very nice set comes in handy, one for the wife an one for me.  I like the clip so that I cant loose it. small compact bright, great unit",5,Amazon Customer,2017-12-19
738,"Well worth the price, quality product!","Well built , compact, nice light!",5,K.C.,2017-04-26
740,Five Stars,"EXCELLENT FLASHLIGHT ! Not sure exactly what people ,who wrote a 2 paragraph review, were expecting from a $5 flashlight !?",5,JG123,2018-04-10
741,Five Stars,Excellent! These are great!,5,DAVID DUDLEY,2017-03-01
747,Solid heavy duty flashlight.,"Solid product. Works as well as flashlights 3 or 4 times the cost of this one, at least. I will buy another pair, soon.",5,Wright,2018-04-09
748,Five Stars,Great deal and very small and compact.  Easily fits in a pocket or car glove box. Extremely bright!,5,K. Nakagawa,2017-10-01
749,Five Stars,"Great for suitcases, cars, etc., while traveling; we now have 5 of them for our travels.",5,ED CARLISLE,2017-09-26
750,Great little light.,Got two of these on deal of the day.  I should have bought a dozen and stashed them everywhere.  They work great and are small enough to use wherever a light is needed.  Very intense for a small light.,5,Datel,2017-06-29
751,Four Stars,Good flashlight for a price.,4,Osmar L.M,2017-09-02
752,Four Stars,nlce flashligh like the fact aa battery,4,Amazon Customer,2017-08-18
754,Five Stars,perfect,5,Amazon Customer,2017-08-05
757,Very bright,"Wow, I just popped an AA battery in, and this thing is bright.",4,Jorge Rangel,2018-04-09
758,Five Stars,Perfect,5,Richard Ackerman,2017-06-16
760,Five Stars,More than I expected. Got these for 5 dollars a piece.,5,Justan P.,2017-06-30
763,Like the fact in only takes 1 AA battery,handy little light to have. Like the fact in only takes 1 AA battery.,4,Ted C,2017-05-25
764,Not a good product!,They aren't very bright and only turn on half the time. Don't waste your money.,1,Amazon Customer,2017-08-31
766,Great buy,Bright light and inexpensive.,5,James W. Kelly,2017-07-26
767,Five Stars,better than expected,5,Robert S. Nelson Jr.,2017-01-02
769,Five Stars,Awesome flashlight for the price!,5,Amazon Customer,2018-04-07
770,One out of the two works. It did not ...,One out of the two works. It did not light up when the battery was a applied.  It just over heated.,1,Mike,2017-05-01
771,Five Stars,Better quality than I was expecting...didn't  use yet,5,Caroline Dai Prá,2018-02-23
772,Five Stars,They are small yet brilliant light. Great product!,5,Amazon Customer,2017-06-22
774,Four Stars,pretty bright for a little flashlight.,4,jt69,2017-04-05
775,Five Stars,"Great price, bright for a little flashlight.",5,Amazon Customer,2017-03-08
776,Four Stars,Great flashlight just wish you didn't have to cycle through the modes everytime.,4,Reyes Eli Banda,2017-07-22
777,Sending tons of these al9ng with batteries and led lamps ...,Sending tons of these al9ng with batteries and led lamps to 0yerto Rico. Folks having sone seruoys power  issues there.,5,Omar Lopez,2017-10-17
778,Five Stars,Great miniature lights with big light output.,5,Robert Clouden,2017-05-25
779,looks like a toy,"Small than expected, looks like a toy, not a real big torch.",4,H.Bekmuradov,2017-11-22
780,Good for walking the dog at night.,Awesome for taking the dog for a walk at night.,5,AtoZGuy,2017-05-14
782,Five Stars,"Very bright, neat can hold on a keyring  very helpful around the home etc.",5,Nicola B,2017-09-15
786,Very good item!,Though these were cheap quality but they are metal and really brite.Very good item!,5,RonV,2017-11-09
787,Five Stars,Great flashlight.  Great price!,5,James W. Bixler,2017-08-15
792,Love that it comes in a two pack,Very Bright and very portable. Love that it comes in a two pack. Would purchase again.,5,Amazon Customer,2017-10-21
793,Highly recommend,Great product!  Was very Impressed how much light they produce.  Perfect for walking my dog at night.  Feel a lot safer with these !!!!,5,Jacqueline Jones,2017-11-04
794,Four Stars,Good Deal.,4,james porter,2017-07-28
795,Poor quality.,one worked one did not work,2,Happy Camper,2017-07-16
801,Five Stars,Very bright and compact,5,John M,2017-05-18
802,Four Stars,Great flash Light for a great price.,4,Amazon Customer,2017-10-26
804,But I hated the fact that I had to cyclce through the ...,Decent enough light. But I hated the fact that I had to cyclce through the modes every time i turned it on.,2,An N.,2018-04-07
807,Five Stars,They both work great. Can adjust beam very easily.  Fast shipping,5,ED Stoeckel,2018-04-12
809,I belive there are better batteries for it but idk,Its a lot brighter with duracell batteries. I belive there are better batteries for it but idk.,4,Carlos,2017-12-06
810,Flash light,Awesome light if you get this you'll like it I keep one in my room and one in the truck,5,Gary T.,2017-06-06
815,Five Stars,Really good for the price.,5,CS McCulloh,2018-04-13
816,not as expected,One failed within 5 days.the on off switch stopped working,2,hope it helps,2017-06-29
817,Do not waste your money,Junk junk junk sums it up,1,FATMAN,2018-04-13
818,Five Stars,Great flashlights!,5,Hyder Abadin,2017-11-17
819,Five Stars,Nice,5,Basel M Humaidah,2017-10-18
820,Five Stars,Good light at cheap price,5,Amazon Customer,2017-10-04
821,Comes in handy,These flashlights are small but very powerful! I love them and are easy to have anywhere. I recommend this product.,5,Jossue Salome Reyes,2018-04-09
822,50/50 chance,"One works fine, the other was DOA",1,Katelyn,2017-06-30
823,Okay flashlight,"I was hoping the flashlight would be brighter based on the description, but it's not as bright as advertised.",3,Chubaca,2017-05-23
824,Three Stars,They're bright but very small. Gets the job done tho,3,Melissa,2017-10-14
827,Three Stars,Good buy for the price but are not as bright as other flashlights on this site,3,sciera,2018-01-14
828,Great for bedside service.,Excellent flashlights.,4,Chicken Little,2017-07-22
829,poor buy,One worked. The second one I could not get it open to put the battery in so do not know if it works or not. one good one bad,2,Earl G Limbird,2017-05-07
830,Muy bueno.,Muy bueno.,5,Cliente de Amazon,2018-04-04
831,Five Stars,"These are great, light up the night, need to order 8 more!",5,Frederick,2017-09-11
833,Five Stars,Wonderful and very bright product for the price.,5,Amazon Customer,2017-09-05
834,Five Stars,Thought they would be larger but works good..,5,MAN OF STEEL,2017-08-05
835,Five Stars,works great.,5,richard,2017-07-24
836,PRICE RAISED!,Great Flashlight and packs a lot of power for something so small. Purchased a pair for $8. Went back to get more and price went up to $29!,5,Amazon Customer,2017-04-26
839,Four Stars,"These are awesome, one has already started shorting out. Also be sure to have a spare battery with you!",4,Chase P.,2017-11-14
840,Great quality,"With a house full of boys my flash light are always turning up missing. So I find myself looking for smaller but strong and bright flashlights. These led flashlights from rockbirds are the perfect choice for my family. They are small and very sturdy. Strong and very bright. There are what I would call 3 different modes of light. The first is a regular flashlight beam. This light is very bright and shows a long distance from the user. Next is a more.focused beam just pull on the flashlight and you get a smaller more focused beam of light in a square. Next is a flashing mode. I like this one best because I will take the dogs for a walk in the morning before it is light out and I can use this in flashing mode attach it to my jacket so that drivers can see me.Overall I have been very impressed with the quality of this flashlight. It is small and light weight. Perfect to keep in your purse, car glove box or anywhere else you might need to.",5,STARBERRY,2017-04-19
841,Great little flashlight,"Great little flashlight.  Uses one AA battery.  Bright and very compact.  Can take it anywhere.  It has three modes: very bright, bright and a flashing mode.",5,Robert M.,2017-05-25
844,Amazing little light!,I got a 2 pack on sale for like 8$. These are incredible little lights and being adjustable can focus on at a distance.,5,Ryan Dickerson,2017-06-29
846,Great little light.,Great little light. Well worth the money. Built well for a small light.,5,Nicole M. Friez,2017-11-24
847,easy to carry around,"Small and exquisite, easy to carry around.",5,Shelly,2018-03-27
850,Awesome,"No problems at all ,strong lil lights",5,MisterP,2017-03-06
853,One Star,weak,1,Amazon Customer,2017-11-04
855,Four Stars,"Uses just one AA battery, features adjustable beam by sliding the front part with the lens.",4,Martin,2017-06-11
856,Five Stars,"Most: size, uses 2A battery, adjustable light beam. Least: the method used to change the light mode.",5,John Weber,2018-04-09
859,Dropped it one time from about 3ft on to dirt ...,Dropped it one time from about 3ft on to dirt and the piece that focuses the light broke. Will not buy these ever again,2,Shawna Hardy,2018-01-07
860,Five Stars,bright and compact design. have them all thru out my house.,5,Ray leon,2017-02-18
862,Love these cute little flashlights,perfect little flashlights!,5,Amazon Customer,2017-11-17
866,Danger!Danger!,Flashlight would not turn off and almost burned my hand. It seems there is a short and the battery power is turned into heat in the handle!,1,MangoMan,2017-07-18
867,You get what you pay for.,very cheap. Light does not go very far in dark. You get what you pay for. Fast shipment.,2,jimmy,2018-01-08
869,Great small flashlight!,The best thing on this phone is that it is sturdy and operates on one AA battery.  I don't dislike anything about this phone.,4,Amazon Customer,2018-01-27
870,"Great product, one minor issue.",Overall love the light. Only thing keeping it from being 5 stars for me is that switching the modes around can be a pain because it switches the mode as soon as it is turned off.,4,Bart R.,2017-06-21
872,great,great little lights,5,pam mortensen,2017-03-02
878,Luis Miguel Niño,Excelente producto,5,LUIS MIGUEL NIÑO LARA,2017-06-15
887,HELP,One of the units does not work!!!  It should be replaced . There was no info as to who to contact. All the others work well.,4,Jerrold Winters,2017-10-31
889,Five Stars,very good Item... My recomendation 100%... only used a Battery....,5,Amazon Customer,2017-11-07
890,Three Stars,they did not come with any info.,3,donna knapp,2017-07-22
891,Awesome Flashlights!,Awesome flashlights! Definitely recommend!,5,Amazon Customer,2017-09-12
895,Five Stars,Great quality for the price!,5,Edwin Y. Zhao,2017-03-23
896,Great! Great!,Great!,5,Raimundo Lopes,2017-12-17
897,Five Stars,"love the AA, bright, use it everyday",5,R Merten,2017-08-07
899,One Star,does not work,1,philip sinson,2017-09-25
902,Five Stars,"Excellent led , portable",5,daniel,2018-04-08
903,Five Stars,Great product!,5,Jose,2017-10-25
904,these flashlights are great. They seem very durable as well,"For the price, these flashlights are great.  They seem very durable as well.",5,Seth L. Baer,2017-10-21
912,Good and helpful.,Wish they were brighter. Have been very helpful around the house to look in dark closets or searching for things in the car. Good product.,4,Kenneth johnson,2017-07-07
916,Four Stars,They work good but are small. Only about 3 inches each but still strong light.,4,Amazon Customer,2017-03-24
918,Five Stars,Great little flashlights!,5,E. Jones,2017-07-30
920,Five Stars,They work great. Flashlights are small but do a great job of lighting up the area.,5,Oscar A Campos,2018-04-09
921,Five Stars,"Good size, great intensity",5,Amazon Customer,2017-07-22
925,Five Stars,"Very good, with high and low bright",5,Cliente de Amazon,2017-11-07
932,Four Stars,Handy little things to have around the house and in the car. Very bright.,4,Amazon Customer,2017-09-01
934,Not happy,The batteries in BOTH flashlights were no good.  It took 6 AAA batteries.  Not happy.,2,cowgirl386,2017-05-14
936,Five Stars,Super bright light in a small package.,5,Scot S.,2017-10-03
938,Five Stars,Great for the kids camping trips. Light is bright!,5,Chyral,2017-09-26
939,Five Stars,Awesome flashlight! Solid construction and the light range is amazing. You will not be disappointed with this purchase.,5,Jeanie C. Martin,2017-05-24
940,Two Stars,Very dim. Not worth the money.,2,Amazon Customer,2017-10-21
941,Five Stars,"Great little flashlight for nightstand, car or travel.",5,JQ,2017-05-15
944,Five Stars,MUY BUEN PRODUCTO,5,ROBAMA,2017-02-24
945,They work as advertised. It's a handy little light ...,They work as advertised.  It's a handy little light.,4,wildrice.,2017-03-26
947,"One worked fine, the other would not turn","Received 2 flashlights. One worked fine, the other would not turn on",2,garry godbehere,2018-04-14
949,Go for it. For the price you pay it ...,Go for it . For the price you pay it serves the purpose. Very small and portable,5,Amazon Customer,2017-04-25
952,Feels like I'm using a 100 dollar flashlight so worth it ...,This item for 10 dollars is so worth it!!! Feels like I'm using a 100 dollar flashlight so worth it ordering more!!!!!,5,juan martinez,2017-06-29
956,Works great and even survived a hand washing submerged in water,"Works great and even survived a hand washing submerged in water.My personal gripes would be when you focus the light it looks like a logo instead of a generic beam and between the different flashlights the ""logo"" isn't even placed at the same consistent angle. And I wish there was a option on the side to toggle modes instead of hitting the power. If you turn it off and on you will have bright light, dimmer light, and the strobe mode and it's somewhat annoying when you're trying to just use a damn flashlight and have to turn it off and on just to get the right light or at least not turn on in strobe mode. Minor stuff and I can't think of a multi-mode LED flashlight that isn't setup like that, but I sure with someone would set them up that way.",4,Michael Cardone,2018-01-12
960,Five Stars,"Durable, lightweight and very bright",5,BW,2018-04-09
